max_R,min_certificate,worst_start,fail_windows,R_median,R_q90,R_q99,R_q999,model,trial,seed
107.00565074449027,-86.73333333333333,577333,16209,-1.0610159221764022,7.805650744490263,24.27231741115693,90.00565074449027,independent_square,78,5093856578101258014
101.60565074449026,-81.33333333333333,41083,18881,-1.0610159221764022,7.67231741115693,26.872317411156928,86.20565074449027,independent_square,79,11454705846777454509
172.20565074449027,-151.93333333333334,346019,24821,-0.7943492555097365,8.538984077823597,32.738984077823595,59.40565074449026,independent_square,80,2117215843390847875
171.5389840778236,-151.26666666666668,71344,15642,-0.8610159221764029,7.738984077823597,23.738984077823595,89.27231741115693,independent_square,81,18408954351258253784
102.87231741115693,-82.6,603099,19299,-0.6610159221764036,8.478984077822044,25.872317411156928,87.5650507444866,independent_square,82,15072521947203003749
97.9389840778236,-77.66666666666667,346828,24833,-0.7943492555097365,8.538984077823597,30.27231741115693,66.07231741115693,independent_square,83,13598361418396299901
95.80565074449026,-75.53333333333333,78859,17357,-0.6610159221764036,8.27231741115693,24.07231741115693,84.27231741115693,independent_square,84,6499372716433625343
173.80565074449026,-153.53333333333333,77160,18613,-1.1276825888430686,7.738984077823597,25.005650744490264,88.67231741115694,independent_square,85,13177726361764425040
70.87231741115693,-50.6,729634,18493,-0.9943492555097357,7.938984077823596,24.805650744490265,49.672317411156925,independent_square,86,17954386242134053637
103.07231741115693,-82.8,99320,21045,-0.72768258884307,7.938984077823596,28.738984077823595,92.00565074449027,independent_square,87,13882706690113470275
63.338984077823596,-43.06666666666667,79895,19021,-0.9276825888430693,8.005650744490262,25.138984077823597,50.03171741115327,independent_square,88,15464553209163748111
100.00565074449027,-79.73333333333333,230886,17538,-1.0610159221764022,8.138984077823597,23.605650744490262,56.7389840778236,independent_square,89,17009130128556282867
101.5389840778236,-81.26666666666667,347969,19045,-0.9276825888430693,8.005650744490262,25.405650744490263,87.80565074449026,independent_square,90,280019076273232642
167.1389840778236,-146.86666666666667,320013,19875,-0.7943492555097365,8.205650744490264,27.138984077823597,58.5389840778236,independent_square,91,7426595688938278053
292.6723174111569,-272.4,352839,15528,-1.0610159221764022,7.67231741115693,23.738984077823595,94.5650507444866,independent_square,92,1358259267230969491
104.9389840778236,-84.66666666666667,581973,16254,-0.9276825888430693,7.738984077823597,23.805650744490265,48.20565074449026,independent_square,93,9813158736986722592
178.07231741115694,-157.8,396502,18844,-1.194349255509735,7.605650744490264,26.338984077823596,65.87231741115693,independent_square,94,15967339680215176709
104.1389840778236,-83.86666666666666,176076,18866,-0.9276825888430693,8.005650744490262,24.672317411156932,52.138984077823594,independent_square,95,14192053071574162429
105.27231741115693,-85.0,511158,18245,-0.9943492555097357,7.938984077823596,24.672317411156932,55.338984077823596,independent_square,96,13829954770160065067
